EMG,EMG ¿n¤À
0.0152588,0.00797729
-0.00183105,0.00787354
-0.00366211,0.0078186
0.00183105,0.00765991
-0.00854492,0.0076355
-0.00671387,0.00765991
-0.00366211,0.00749512
-0.00732422,0.00748291
0.00915527,0.00743408
0.0128174,0.00749512
-0.00610352,0.00755005
0.0201416,0.00767212
0.00854492,0.00770874
-0.00244141,0.00756836
0.0134277,0.00761108
0.00671387,0.0076355
-0.00549316,0.00765991
-0.0109863,0.00767822
0.0012207,0.0076355
-0.00305176,0.00765991
0.00732422,0.00772705
-0.00549316,0.00772705
0.0140381,0.00780029
-0.0134277,0.00791016
0.0164795,0.00796509
0.0164795,0.00812378
0.0012207,0.00812988
-0.00976563,0.00817871
0.00610352,0.00811157
-0.00549316,0.00811768
-0.0152588,0.00823975
-0.000610352,0.00818481
0.012207,0.00812378
-0.0134277,0.00814819
-0.00915527,0.00821533
0.00854492,0.00825195
0.00427246,0.00822144
0.00671387,0.00819092
0.0115967,0.00821533
0.0152588,0.00820923
0.0244141,0.00843506
-0.0158691,0.00853882
0.00488281,0.00856934
0.0170898,0.00869141
-0.00732422,0.00855713
-0.0170898,0.00865479
-0.00610352,0.0086853
-0.00610352,0.00853882
-0.0238037,0.00870361
-0.00549316,0.00861206
-0.0268555,0.0088501
-0.00610352,0.00881348
-0.00976563,0.0088501
-0.00427246,0.00874023
-0.00854492,0.00880127
-0.0164795,0.00892334
-0.0012207,0.00887451
0.000610352,0.00879517
0.00793457,0.00880127
0.00732422,0.00874023
0.0115967,0.00871582
0.0213623,0.00891724
-0.0012207,0.00880737
0.010376,0.00865479
0.00915527,0.00869751
0.00610352,0.00864258
0.00244141,0.00859985
-0.0140381,0.00873413
-0.00610352,0.00874023
0.00183105,0.00874023
-0.00244141,0.00866699
-0.00854492,0.00861206
-0.0012207,0.00858765
0.00671387,0.0085144
-0.00488281,0.00846558
0.0158691,0.0085083
0.00366211,0.00844116
-0.00488281,0.00848999
0.020752,0.00861816
0.0115967,0.00855713
0.00183105,0.00841675
-0.000610352,0.00841064
0.0201416,0.00852661
0.00732422,0.00859375
0.0238037,0.00875854
-0.00793457,0.00879517
0.0195313,0.00881348
0.00610352,0.00872192
-0.00854492,0.00872803
0,0.00864868
-0.0146484,0.00877075
-0.00427246,0.00877075
-0.010376,0.00882568
0.00305176,0.00871582
0.0238037,0.00888672
-0.00488281,0.00892334
0.00366211,0.00891724
0.00732422,0.00894165
0.00549316,0.00898438
0.00793457,0.00905151
-0.00305176,0.00892944
-0.0128174,0.00903931
-0.0201416,0.0092041
-0.012207,0.00930786
-0.00549316,0.00927734
-0.00610352,0.00927124
0.00549316,0.00928955
-0.00488281,0.00926514
-0.0195313,0.0093689
0.00732422,0.00931396
0.0213623,0.00946655
0.00427246,0.00930786
0.012207,0.00934448
0.0189209,0.00950928
0.00183105,0.00939331
0.00610352,0.00938721
0.00305176,0.00936279
0.0012207,0.00926514
-0.00610352,0.00931396
0.000610352,0.00928955
-0.0262451,0.00947876
-0.0128174,0.009552
-0.0146484,0.00955811
-0.000610352,0.00942993
-0.00976563,0.00936279
-0.00976563,0.00929565
0.00488281,0.00933228
0.0115967,0.00935059
0.0250244,0.00953979
0.0250244,0.00973511
0.00915527,0.00967407
0.0189209,0.00985718
0.0219727,0.00995483
0.0262451,0.010083
-0.0128174,0.0101196
-0.00610352,0.0100952
-0.0213623,0.0102661
-0.0195313,0.0103943
-0.00183105,0.0102966
-0.00427246,0.0101868
-0.0152588,0.0100952
-0.0152588,0.0100891
0.0012207,0.0100525
0.0140381,0.010022
0.0134277,0.010083
0.0170898,0.010083
-0.00732422,0.0100952
-0.00671387,0.0101013
0.00549316,0.00991821
0.012207,0.00998535
-0.00366211,0.00975342
0.00671387,0.00975952
-0.00854492,0.00974731
0.00671387,0.00977173
-0.0012207,0.00969849
0,0.00953369
0.00366211,0.00955811
0.0012207,0.00956421
0.000610352,0.00949097
0.000610352,0.00942383
-0.010376,0.00941162
-0.00793457,0.00927734
0.00488281,0.00931396
0.00305176,0.00924072
-0.00244141,0.00917358
0.0109863,0.00922241
0.0152588,0.00935059
0.00854492,0.00929565
0.012207,0.00935669
0.00549316,0.00939331
0.0201416,0.00957031
-0.000610352,0.00949097
-0.000610352,0.00948486
-0.0115967,0.00953369
-0.00915527,0.00957642
0.012207,0.00953979
0.0170898,0.00967407
-0.00427246,0.00966797
0.0250244,0.00971069
0.0390625,0.00998535
0.0134277,0.0101013
-0.0219727,0.0103149
0.0134277,0.0102478
0.00427246,0.0102173
-0.0164795,0.010144
-0.022583,0.0102905
-0.0244141,0.0103394
-0.0286865,0.0105652
-0.0164795,0.0106445
0.00488281,0.0106934
0.00549316,0.0106018
0,0.0105591
0.00427246,0.010498
0.00305176,0.010498
0.020752,0.0104675
0.00305176,0.0104492
-0.0170898,0.0105835
-0.010376,0.010614
-0.00305176,0.0105896
-0.00366211,0.0105469
-0.00549316,0.0105713
-0.0189209,0.0106323
-0.00244141,0.0104553
0.0201416,0.0105347
0.00671387,0.0105469
0.00976563,0.0105835
0.00610352,0.0105896
0.00671387,0.0106079
0.00915527,0.0105042
-0.00854492,0.0105164
-0.00427246,0.0103455
0.00732422,0.010376
0.00183105,0.0102722
-0.00549316,0.0101379
0.0219727,0.0103394
0.0213623,0.0104919
-0.010376,0.0105652
0.00793457,0.0106323
0.0189209,0.0107605
0.00915527,0.0108459
0.012207,0.0107056
-0.0268555,0.0108459
-0.0152588,0.0108521
0.00549316,0.0109009
-0.0134277,0.0109375
-0.0109863,0.0109497
-0.0164795,0.0110657
-0.0177002,0.0111267
-0.00366211,0.0109131
-0.0012207,0.010675
0.00671387,0.0106506
-0.000610352,0.0104675
0.000610352,0.0102539
0.0128174,0.0101196
0.0341797,0.0103333
0.0341797,0.010614
-0.00549316,0.0104553
-0.00671387,0.0103271
0.00305176,0.0103394
0.0115967,0.0104126
-0.00305176,0.0102905
-0.00366211,0.0101746
-0.00549316,0.0102173
-0.0299072,0.010376
-0.010376,0.0103455
0.00610352,0.0102356
0.00671387,0.0102295
0,0.0101624
0,0.0101074
-0.000610352,0.00999146
-0.020752,0.0101624
-0.0012207,0.0101074
-0.00427246,0.0100647
0.00305176,0.0100281
0.00793457,0.0100952
-0.0146484,0.0102417
-0.00183105,0.0102234
-0.00305176,0.0102417
0.00488281,0.0102844
-0.00183105,0.0102966
-0.0170898,0.0103638
0.00915527,0.010376
-0.0109863,0.010437
-0.0109863,0.0105164
-0.0134277,0.0106262
-0.00366211,0.010553
-0.0012207,0.0104126
0.0177002,0.0105042
0.0189209,0.0105713
-0.00305176,0.0105469
0.00488281,0.0103943
0.0317383,0.0107056
0.0115967,0.0108154
0.00854492,0.0107849
0.0109863,0.0108032
0.0109863,0.010791
-0.00305176,0.0106506
0.00183105,0.0106262
0.00244141,0.0104004
0.000610352,0.0100159
-0.0012207,0.0098938
0.00549316,0.009729
0,0.00959473
0.00305176,0.00958252
0.0177002,0.00959473
0.0231934,0.00960083
0.010376,0.00946045
0.0195313,0.0093689
0.0164795,0.0093689
0.0256348,0.00957642
0.0158691,0.00968018
0.012207,0.00980225
0.00427246,0.00980225
0.00488281,0.00982056
0.00610352,0.00967407
-0.00305176,0.00967407
-0.00488281,0.009552
-0.0244141,0.00969238
-0.0256348,0.00991821
-0.0280762,0.0101624
-0.010376,0.0102112
-0.0274658,0.0102966
-0.0299072,0.0105713
-0.00427246,0.0104126
0.00183105,0.0103638
-0.00366211,0.0103027
0.00427246,0.0102844
0.022583,0.0104431
0.0305176,0.0106567
0.00976563,0.0106689
0.00976563,0.0107239
0.0115967,0.0107666
0.0195313,0.0109436
0.00793457,0.010968
-0.0158691,0.010907
-0.00976563,0.010791
-0.0012207,0.0106995
-0.0128174,0.0107483
-0.00549316,0.010614
-0.010376,0.0106262
0.00976563,0.0106018
-0.00244141,0.0103577
0.00427246,0.0102478
0.00366211,0.0102295
0.00549316,0.0101501
-0.00610352,0.0101013
-0.00488281,0.00998535
-0.00915527,0.0098999
-0.00549316,0.00991821
-0.00610352,0.00996704
0.00793457,0.00997925
-0.00610352,0.0100342
0.0128174,0.0101563
0.03479,0.010376
0.00793457,0.0101135
-0.00244141,0.00979614
0.0115967,0.00985718
0.0262451,0.0100525
0.0201416,0.0102234
0.0152588,0.01026
-0.0195313,0.0104248
0.00488281,0.010437
0.00976563,0.0104797
0,0.0101807
-0.00976563,0.0101746
-0.0146484,0.01026
-0.00976563,0.0102905
-0.0109863,0.0104004
-0.0183105,0.0105835
-0.0305176,0.0108826
-0.00915527,0.0107666
-0.000610352,0.0107605
-0.00549316,0.0107727
-0.00549316,0.0107971
-0.00427246,0.0107605
0.00610352,0.010675
0.00854492,0.0107422
0.00793457,0.010791
0.00549316,0.0107971
0.0256348,0.0110352
0,0.0108643
-0.00183105,0.010791
0.0012207,0.0106934
0.00427246,0.0106262
0.00244141,0.0105164
-0.0177002,0.0106567
-0.00488281,0.0106934
0.00732422,0.0105896
-0.00366211,0.010437
-0.010376,0.0105103
0.00366211,0.010498
-0.00549316,0.0102356
0,0.0101196
0.0109863,0.010144
0.00976563,0.0101318
-0.00183105,0.0100403
0.000610352,0.0100159
-0.00244141,0.010022
0.00671387,0.0100647
0.010376,0.0101624
0.0140381,0.0102905
0.00427246,0.0102783
-0.0140381,0.0104187
0.010376,0.0104919
0.0201416,0.0105164
0.0189209,0.0104736
0.0152588,0.0105225
-0.00244141,0.0103516
-0.0109863,0.0102966
0.00915527,0.0101318
0.00427246,0.0100159
-0.0140381,0.0100342
-0.0115967,0.0101074
-0.0189209,0.0102478
-0.0140381,0.0103271
-0.00488281,0.0103455
-0.0152588,0.0104492
-0.010376,0.0103088
0.00610352,0.0101135
-0.00183105,0.00985107
-0.00793457,0.00982666
-0.000610352,0.00955811
0.0177002,0.00943604
0.0195313,0.00958862
0.00366211,0.00960693
-0.00610352,0.00963135
-0.0012207,0.00960083
0.00732422,0.00944824
0.00793457,0.00922241
-0.00366211,0.00916138
-0.00793457,0.00914307
-0.010376,0.00913086
0.00793457,0.00901489
0,0.00893555
0.00244141,0.00880127
0.00305176,0.00873413
0.00793457,0.00880127
-0.00183105,0.00869141
-0.00976563,0.00873413
0.0109863,0.00874023
0,0.00864258
-0.00732422,0.00869141
-0.0109863,0.00875854
0.00976563,0.00881958
0.000610352,0.00877075
-0.00427246,0.00875244
0.00183105,0.00872192
0.0183105,0.00881348
0.00915527,0.0088501
0.00427246,0.00883179
0.00366211,0.00878906
0.00366211,0.00876465
-0.00793457,0.00871582
0.0170898,0.00853882
-0.012207,0.00858154
-0.0189209,0.00874634
-0.00488281,0.0086792
0.0109863,0.00852661
0.00976563,0.00842285
-0.00610352,0.0083313
0.00549316,0.00819092
0.0128174,0.00827026
-0.00488281,0.00822144
0.00976563,0.00831909
-0.00488281,0.00827026
-0.00915527,0.00821533
-0.00854492,0.00820313
-0.0189209,0.00828247
-0.00854492,0.00818481
-0.012207,0.00800171
-0.00183105,0.00792847
-0.00183105,0.00794067
-0.00671387,0.00795288
-0.00366211,0.00793457
-0.00183105,0.00791016
0.0170898,0.00802002
0.0164795,0.00809937
0.0140381,0.0081604
0.00915527,0.00819702
-0.00183105,0.00795898
0.00488281,0.00800781
0.00976563,0.00808716
-0.0012207,0.00808716
0.00305176,0.00807495
0.00366211,0.00808716
0.00305176,0.00794067
0.00366211,0.00792847
0.0152588,0.00800781
0.0170898,0.00814209
0.0177002,0.00821533
0.00976563,0.00827637
-0.00915527,0.00831299
0.0177002,0.00848999
0.0177002,0.00855713
0.00671387,0.00852661
0.00305176,0.00853882
-0.00671387,0.00859985
0.000610352,0.00858154
-0.00244141,0.00853882
-0.00732422,0.0085083
-0.0115967,0.00848389
-0.0177002,0.00861816
-0.0311279,0.00878906
-0.0140381,0.00882568
-0.00671387,0.00869141
-0.0134277,0.00863647
-0.00488281,0.00853271
-0.00427246,0.00855103
0.000610352,0.00844727
0.00183105,0.00837402
0.000610352,0.0083374
-0.000610352,0.00820313
0.00976563,0.00818481
0.00854492,0.00808105
0.0146484,0.00808716
0.00488281,0.00808716
-0.022583,0.0081604
0.00976563,0.0081543
0.010376,0.00819702
0.010376,0.00828247
-0.00976563,0.00830078
0.00549316,0.00834961
-0.00610352,0.00823364
0.00732422,0.00811157
0.000610352,0.00808105
0.0128174,0.00814819
0.0317383,0.00845337
-0.00427246,0.00842285
-0.000610352,0.00834961
-0.0170898,0.00848389
-0.00732422,0.00847778
0.00610352,0.00843506
-0.0152588,0.0085083
-0.0201416,0.00870972
-0.0146484,0.00883179
-0.0140381,0.00894165
-0.00183105,0.00888062
0.000610352,0.00886841
0.00244141,0.00879517
0.0134277,0.00881958
0.0213623,0.0090332
0.0012207,0.00897217
0.0146484,0.00900879
0.022583,0.00913696
0.010376,0.00923462
0.000610352,0.009198
-0.00549316,0.00923462
-0.00366211,0.00908813
-0.00793457,0.00907593
-0.00671387,0.00910034
-0.00976563,0.00916138
-0.00183105,0.00914307
-0.00488281,0.00911255
-0.00366211,0.00897827
0.00732422,0.00892944
0.00427246,0.00878296
0.00427246,0.00877686
0.00183105,0.0086853
0.00244141,0.00861206
0.00305176,0.00858154
0.00244141,0.00855103
0.00549316,0.00847778
-0.0012207,0.00844116
0.00183105,0.00836182
-0.00610352,0.00837402
0.0134277,0.00841675
0.0115967,0.00844727
0.00915527,0.00834961
0.00793457,0.00834351
0.00549316,0.00827637
-0.00366211,0.00829468
0.0189209,0.00846558
0.022583,0.00862427
0.00366211,0.00862427
-0.0115967,0.00872192
0.00732422,0.00862427
0.0012207,0.00847168
0.00427246,0.00837402
-0.00366211,0.00831909
-0.000610352,0.00830688
-0.0177002,0.00843506
0.00427246,0.00838013
-0.00793457,0.00844727
-0.00793457,0.00849609
0.0012207,0.00847168
-0.00244141,0.00846558
0.00732422,0.0085022
0.00305176,0.00838013
-0.00793457,0.00828857
-0.0012207,0.00812378
0,0.00802612
-0.00732422,0.00800781
-0.0146484,0.00797729
-0.0152588,0.00795288
-0.0128174,0.00801392
-0.000610352,0.0079895
-0.0012207,0.00793457
0.00671387,0.00799561
-0.0158691,0.00812988
0.012207,0.00817871
0.012207,0.00818481
-0.00671387,0.00807495
0.00671387,0.00783081
0.00305176,0.00772095
0.00366211,0.00769043
-0.00244141,0.00758057
-0.00854492,0.00761719
0.00915527,0.00766602
0.0012207,0.00767212
-0.00305176,0.00768433
-0.00488281,0.00772705
0,0.00772095
0.00244141,0.00764771
-0.00183105,0.00758057
-0.0012207,0.00744629
0.00427246,0.00744019
0.00244141,0.00723877
0.00915527,0.00723267
0.00671387,0.00719604
0.00244141,0.0071167
0.00793457,0.00709839
0.00305176,0.00707397
0.00549316,0.00706787
0.00427246,0.00703735
0.00549316,0.00708618
0.00549316,0.00701294
0.00671387,0.0067627
0.00305176,0.00675049
0.0128174,0.00687256
0.00793457,0.00678101
-0.00183105,0.00672607
0.00976563,0.0067627
0.00610352,0.00667114
-0.0115967,0.00658569
-0.00610352,0.00650024
-0.00732422,0.00643311
-0.0140381,0.00655518
-0.00610352,0.00661011
-0.00793457,0.00666504
-0.00915527,0.00662231
-0.00427246,0.00645142
-0.0256348,0.00669556
-0.000610352,0.00655518
0.010376,0.00643311
0.0012207,0.00634155
-0.00854492,0.0064209
0,0.00636597
0.00793457,0.00640869
0.00549316,0.00638428
0.0170898,0.00648804
0.00793457,0.00646973
-0.00671387,0.00651855
0.00915527,0.00656128
-0.00427246,0.00656738
0.00915527,0.00658569
-0.000610352,0.00654907
-0.00976563,0.006604
0,0.00658569
-0.00183105,0.00657959
-0.00793457,0.00662842
0.00366211,0.00664063
0.00610352,0.00664673
0.00244141,0.00665894
-0.00671387,0.00670776
-0.00366211,0.00668335
0.00610352,0.00661011
-0.00732422,0.00656738
-0.00305176,0.00650635
-0.00366211,0.00646362
-0.0152588,0.00656128
0.00732422,0.0065979
0.00976563,0.00650635
0.00793457,0.00635986
0.00244141,0.00634766
0.0140381,0.00637207
0.00427246,0.00634155
0.010376,0.00643311
-0.00244141,0.00641479
0.000610352,0.00638428
0.0128174,0.00650635
0.00610352,0.00639038
-0.0164795,0.00651245
0.0012207,0.00644531
-0.0012207,0.00637817
0.00427246,0.00640869
0.0177002,0.00656128
0.00610352,0.00654907
-0.00915527,0.00661011
-0.00854492,0.00661621
0.00488281,0.00665283
0.0170898,0.00682373
-0.00793457,0.00682983
-0.0134277,0.00681763
-0.00427246,0.00670776
-0.00366211,0.00661621
-0.00244141,0.00663452
0.00793457,0.00670166
0.012207,0.00675659
0.00488281,0.00664673
-0.00549316,0.00657959
0.0128174,0.00658569
0.0189209,0.00670776
0.022583,0.00686646
-0.00488281,0.00688477
-0.00976563,0.0069458
-0.0115967,0.00703735
-0.0109863,0.00706177
-0.00671387,0.00703735
-0.0109863,0.00713501
0.00366211,0.00714111
-0.00427246,0.00713501
0.00183105,0.00715332
0.00732422,0.00720215
0.0115967,0.0072998
-0.0115967,0.00740356
0.00488281,0.00740967
-0.00915527,0.00747681
-0.0140381,0.00752563
-0.0177002,0.0076355
-0.0140381,0.00775146
-0.00793457,0.00775146
0.00488281,0.00776978
-0.00732422,0.00778809
0.012207,0.00786743
0.0256348,0.00806885
-0.00854492,0.00809937
-0.00244141,0.00805664
-0.00671387,0.00809326
-0.00305176,0.00799561
0.00305176,0.00794678
0.00366211,0.00796509
-0.00488281,0.00791626
-0.022583,0.00808105
0.00549316,0.00802002
0.0152588,0.00811157
0.00671387,0.00810547
0.0170898,0.00813599
0.00854492,0.0081604
-0.00671387,0.00814819
-0.00427246,0.00809937
0.00244141,0.00808105
-0.000610352,0.00783081
-0.0134277,0.00795898
-0.022583,0.00808105
-0.0128174,0.00819702
-0.0115967,0.00822754
-0.00244141,0.00825195
-0.00488281,0.00822144
0.0012207,0.00817871
0.0170898,0.00817871
0.0183105,0.00828247
0,0.00821533
0.0354004,0.00847778
0.0170898,0.00860596
0,0.0085144
-0.010376,0.00861206
0.00793457,0.00859375
-0.000610352,0.00859985
-0.0152588,0.00873413
-0.012207,0.00877686
0.000610352,0.00874634
-0.00915527,0.00877686
-0.0231934,0.00898438
0.00183105,0.00893555
0.00366211,0.00893555
0.012207,0.00899658
-0.00427246,0.00896606
-0.00305176,0.00896606
-0.010376,0.0090332
-0.00183105,0.00889893
-0.0286865,0.00911255
0.020752,0.00922241
-0.0231934,0.009375
-0.0170898,0.00952148
-0.020752,0.00958862
-0.00244141,0.00957031
0.00305176,0.00949707
0.0256348,0.009729
0.012207,0.00984497
-0.000610352,0.0097229
-0.0195313,0.00985718
0.0189209,0.00988159
0.0195313,0.0100647
0.00732422,0.0101257
-0.0134277,0.0102173
-0.0335693,0.010376
0.00183105,0.0103333
0.0164795,0.0104065
-0.00793457,0.0104004
0.010376,0.0104553
-0.0128174,0.0104126
0.0256348,0.0105896
0.012207,0.0105774
-0.00610352,0.0105957
0.00793457,0.0106384
0.0335693,0.0109497
0.0152588,0.0110229
-0.010376,0.0110046
0.010376,0.0110596
0.0140381,0.011145
0.0146484,0.0111633
0.00793457,0.0110535
0.00427246,0.0108704
-0.0170898,0.0109924
0.0189209,0.011084
0.0152588,0.0111206
0.00915527,0.0111023
-0.0415039,0.0114502
0.020752,0.0115479
0.022583,0.0117371
0.0128174,0.0118225
0.0256348,0.0120605
-0.0231934,0.0122192
-0.0183105,0.0122864
-0.0109863,0.0122803
0.00305176,0.012262
-0.0292969,0.0124634
-0.0341797,0.0126648
-0.0128174,0.012616
-0.0213623,0.0126892
-0.0299072,0.0129089
-0.00976563,0.0129578
0.010376,0.0129883
0.00915527,0.0129578
0.00671387,0.0127686
-0.0140381,0.0128235
0.0158691,0.0129578
0.00854492,0.0129761
0.0183105,0.0131287
-0.0012207,0.0131104
0,0.0130737
-0.0189209,0.0132141
0.00305176,0.0130188
-0.00793457,0.0130432
-0.0109863,0.0130005
-0.0592041,0.0135254
-0.0268555,0.013623
-0.0268555,0.0138062
0.00427246,0.0137817
0.0164795,0.0139038
0.0134277,0.0140137
0.0146484,0.0141541
0.0634766,0.0146545
0.000610352,0.0144348
-0.0128174,0.0144348
0.0189209,0.0145081
0.0280762,0.0147644
-0.0384521,0.0151001
-0.0482178,0.0155701
-0.0213623,0.0156128
-0.0158691,0.0155884
0.0189209,0.0157776
0.00793457,0.0155029
0.00366211,0.0153687
0.0286865,0.0156555
0.0317383,0.0158691
0.0476074,0.0162659
0.0427246,0.016687
0.010376,0.0166382
0.0012207,0.0165283
0.0305176,0.0168274
0.03479,0.0170837
-0.0372314,0.0172241
-0.0408936,0.0176147
0.00976563,0.0176758
0.0231934,0.0177856
-0.043335,0.0181763
-0.0262451,0.0184082
0.0170898,0.0184753
0.00854492,0.0185425
0.0683594,0.0189392
-0.0177002,0.0189087
-0.0408936,0.0190857
-0.0378418,0.0192932
-0.0012207,0.0190979
-0.00610352,0.0191345
-0.154419,0.0206482
-0.0964355,0.0213562
0.03479,0.021582
0.0170898,0.0217468
-0.0164795,0.0217163
0.00488281,0.0215759
0.0262451,0.0216431
0.0531006,0.0221008
0.0695801,0.0226624
0.0256348,0.022583
0.0476074,0.0230408
0.0250244,0.0231262
0.0384521,0.0234314
-0.0512695,0.0238403
0.0396729,0.0241089
0.00488281,0.0239014
0.0408936,0.0241882
-0.0616455,0.0247437
0.0128174,0.0247925
-0.0268555,0.0247253
0.00244141,0.0245972
0.0012207,0.0245056
0.0189209,0.0245911
0.0299072,0.0247498
0.0128174,0.0247314
0.0213623,0.0248657
0.032959,0.0251526
0.0299072,0.0252808
-0.020752,0.0252991
0.0323486,0.02547
-0.0415039,0.0257935
-0.152588,0.0269043
-0.0305176,0.027002
-0.0762939,0.0275391
-0.0579834,0.0279907
-0.0500488,0.0282349
-0.0616455,0.0286194
-0.0292969,0.0287292
0.0311279,0.0289307
0.10437,0.0299438
0.0561523,0.0302124
0.0274658,0.0301453
-0.0439453,0.0304565
-0.0268555,0.0305115
0.032959,0.030542
-0.000610352,0.0304504
-0.00610352,0.0304077
0.0250244,0.0305664
-0.0445557,0.0309448
0.0177002,0.0309814
0.020752,0.0310303
0.0860596,0.0318054
0.0421143,0.0320435
-0.0128174,0.0321594
0.00793457,0.0322388
-0.00366211,0.0320862
-0.0170898,0.0322266
-0.00305176,0.0321777
-0.0164795,0.0322327
0.000610352,0.0316467
0.00793457,0.0314575
-0.0256348,0.0314453
-0.0323486,0.0317261
0.0128174,0.0316895
0.0750732,0.0323059
0.00610352,0.0322205
-0.0915527,0.0325012
-0.0756836,0.033252
0.0335693,0.0334595
-0.00244141,0.0332947
-0.0634766,0.0336487
-0.0238037,0.0335022
-0.0305176,0.0333252
0.000610352,0.0331177
0.0213623,0.0331726
0.0567627,0.033551
0.0512695,0.0339844
0.010376,0.0340515
-0.0317383,0.034082
0.0274658,0.0340393
0.0177002,0.0337402
0.0231934,0.0335449
-0.0842285,0.0342834
0.0140381,0.0344116
-0.0140381,0.0342468
0.0378418,0.0342773
0.0390625,0.0342957
-0.0195313,0.034082
-0.0915527,0.0348999
0.0158691,0.0348267
-0.0848389,0.0352417
-0.032959,0.0353088
-0.0665283,0.0358032
0.0671387,0.0363892
-0.0549316,0.0362549
-0.0683594,0.0367615
0.0311279,0.0366638
0.0726318,0.0370117
0.0238037,0.0372375
0.0250244,0.0374268
0.0476074,0.0363586
0.0952148,0.0363464
0.107422,0.0370728
-0.00488281,0.0369507
-0.0646973,0.0374329
0.0219727,0.0376038
0.00793457,0.0374207
-0.020752,0.0370972
-0.122681,0.0376282
-0.0183105,0.0375549
-0.0842285,0.0379211
0.00732422,0.0377441
-0.0714111,0.0380737
0.0457764,0.0380188
-0.0341797,0.0379639
-0.115967,0.0390747
0.0140381,0.0388062
0.0421143,0.0386108
-0.0488281,0.0389709
-0.0457764,0.0391602
0.0512695,0.0396484
0.0335693,0.0399719
0.111694,0.0408997
0.0683594,0.0412842
-0.0250244,0.0414063
0.0628662,0.0418213
-0.00244141,0.0415161
0.0378418,0.0415955
0.0128174,0.0415161
-0.045166,0.0416443
-0.0805664,0.0420349
0.0244141,0.0407532
-0.0860596,0.0413086
0.0311279,0.0408569
0.078125,0.0410583
-0.0476074,0.0410339
0.012207,0.0405396
0.0585938,0.0408325
-0.0427246,0.0409485
0.108032,0.0409851
0.0933838,0.0413574
-0.0439453,0.0415222
-0.0671387,0.0417542
-0.0213623,0.0416992
-0.0262451,0.0416321
0.0134277,0.0417603
-0.00976563,0.0417969
-0.0012207,0.0415588
0.00305176,0.0411438
0.0305176,0.041272
-0.00854492,0.0411499
-0.0878906,0.0411682
0.0628662,0.0413757
0.0268555,0.0415161
-0.0775146,0.0422119
-0.0915527,0.0430908
-0.0109863,0.0430298
0.0372314,0.0433716
-0.0140381,0.0433472
0.0323486,0.0436646
-0.00793457,0.0436646
0.107422,0.0444824
0.0970459,0.0451294
-0.0665283,0.0456665
0.0305176,0.0452209
0.0299072,0.045459
-0.0250244,0.0447937
0.0616455,0.0446533
0.00244141,0.044342
-0.100098,0.0453186
0.0262451,0.0449463
0.0408936,0.0451172
-0.0299072,0.0451111
-0.0115967,0.0452209
0.00488281,0.0450562
-0.206909,0.0465576
-0.0689697,0.0467346
0.043335,0.0470642
-0.0848389,0.0475952
-0.0567627,0.0478882
-0.0244141,0.0479553
-0.0463867,0.0481873
0.098877,0.0483337
0.0445557,0.0486389
0.0994873,0.0494934
0.101929,0.0501343
0.0720215,0.0504639
0.0109863,0.0503784
0.0457764,0.0499207
0.0537109,0.0502991
0.0732422,0.0501831
-0.0531006,0.0503845
-0.150146,0.0512207
-0.109253,0.0516418
0.0897217,0.0519897
-0.0775146,0.0520813
-0.088501,0.052655
0.0335693,0.0522644
-0.00671387,0.0520935
-0.0665283,0.0525085
-0.0616455,0.0526489
0.0939941,0.0526367
0.0744629,0.0523071
-0.0280762,0.0525391
-0.0579834,0.0524719
-0.065918,0.0529114
0.0744629,0.0535767
0.0720215,0.0540894
0,0.0528625
0.0335693,0.0530151
-0.0671387,0.0528442
-0.00427246,0.0528137
0.130005,0.0533997
-0.00793457,0.0530212
-0.0939941,0.0536194
-0.108032,0.05354
0.0189209,0.0535889
0.0183105,0.0533508
0.0366211,0.0532288
0.0012207,0.0527832
0.0201416,0.0524719
-0.12207,0.0533569
-0.0744629,0.0529846
-0.136108,0.0536621
-0.141602,0.0548279
0.0463867,0.0546631
-0.0634766,0.0552734
-0.0756836,0.0556519
-0.0769043,0.0562927
0.0457764,0.0562988
0.115356,0.0566467
0.140991,0.0578125
0.137329,0.0583252
-0.0994873,0.0590088
0.134277,0.0595703
0.0506592,0.0596008
-0.0488281,0.059967
-0.101929,0.0604004
-0.124512,0.0612183
0.135498,0.0614929
-0.0012207,0.0605713
-0.0610352,0.0607422
0.00244141,0.0600952
0.0628662,0.0605103
-0.00305176,0.0602783
0.0604248,0.0607483
0.0878906,0.0615295
-0.0457764,0.0619751
0.045166,0.0623962
0.00671387,0.0621582
0.0109863,0.0621826
-0.0775146,0.0620789
-0.0823975,0.0622742
-0.0640869,0.0626465
0.0390625,0.062262
0.0933838,0.0622803
-0.0866699,0.0630371
-0.00732422,0.062738
0.0970459,0.0635681
0.10498,0.0642944
-0.115967,0.0653748
0.0500488,0.064801
-0.0897217,0.0647278
-0.010376,0.0641663
0.00732422,0.0639343
0.0292969,0.0639282
0.0476074,0.0641541
-0.111694,0.0646545
0.0939941,0.0655701
0.0848389,0.0654175
-0.00732422,0.0652283
-0.0842285,0.0656616
-0.111694,0.0664795
-0.0567627,0.0669312
-0.0634766,0.0675171
-0.0158691,0.0656067
0.0164795,0.0650818
-0.0421143,0.0650696
-0.0476074,0.0646973
0.088501,0.0650146
0.065918,0.0654297
0.0701904,0.0656677
0.0183105,0.0648621
-0.0939941,0.0653564
0.0317383,0.064679
